,Canonical_smiles,Murcko,ClassC,No
142,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,1,4531
2483,Cc1nc(C)c(s1)c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cncs4)[nH]2)C3)cc1,1,1475
5641,COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(-c3ccccc3)nc12,1,2664
8222,Cc1onc(CNc2nc(N)nc3ccn(Cc4cc(Cl)ccn4)c23)c1,c1ccc(Cn2ccc3ncnc(NCc4ccon4)c32)nc1,1,4520
6761,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(ccc6ccccc56)N(CC(F)(F)F)C4=O,O=C1Nc2ccc3ccccc3c2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,1,7356
2191,O=C(NC1CCc2ccccc2CC1)N3CCC(CC3)c4onc(n4)c5ccccn5,O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1,0,5591
5175,C(Oc1ccccc1)c2cccc(COc3ccccc3)n2,c1ccc(OCc2cccc(COc3ccccc3)n2)cc1,1,6603
1720,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc3ccccc3O)cc1,c1ccc(CCN(CCCOc2ccccc2)Cc2ccccc2)cc1,1,1845
1268,COc1ccc(\C=C\C(=O)Nc2ccccc2C(=O)O)cc1OC,O=C(C=Cc1ccccc1)Nc1ccccc1,0,961
140,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,c1ccccc1,1,6290
5713,O[C@H](COc1cccc2C=CC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=c1ccc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2[nH]1,1,611
1095,Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1,O=C(c1ccccc1)C1CCN(CCc2ccccn2)CC1,1,5009
6331,CC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(C)cc5,c1ccc(-c2cc(N=c3scnn3-c3ccccc3)nc(-c3ccccc3)c2)cc1,0,7084
1493,Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5ccccc5F,O=C(Nc1cccc(-c2ccccc2)c1)c1ccc(CN2CCC3(CCCN3)CC2)cc1,1,6258
4882,COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,1,3912
7203,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CNC(=O)C=C5,O=c1ccc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)c[nH]1,1,453
6639,ONC(=O)CCCCCCC(=O)Nc1ccc2ccnc(Nc3ccc4ccccc4c3)c2c1,c1ccc2cc(Nc3nccc4ccccc34)ccc2c1,0,2864
3546,CN1C(=O)N(C)c2cc(N3CCC[C@@](C)(N)C3)n(Cc4cc(F)ccc4C#N)c2C1=O,O=c1[nH]c(=O)c2c(cc(N3CCCCC3)n2Cc2ccccc2)[nH]1,0,990
975,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,O=C(NCCc1ccccc1)c1ccccc1,0,1957
2262,Fc1cc2COC3(CCN(Cc4ccc(cc4)C(=O)c5ccc(F)c(F)c5)CC3)c2cn1,O=C(c1ccccc1)c1ccc(CN2CCC3(CC2)OCc2ccncc23)cc1,1,7579
4429,COCCNC(=O)c1nc2c(nc(cn2c1C)c3cnc(N)nc3)N4CCOCC4,c1ncc(-c2cn3ccnc3c(N3CCOCC3)n2)cn1,0,8094
8025,Cl.Cl.CCCCc1cc(OC2CCN(CCCNS(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,1712
970,CCCCN1CCC2(CC1)OC(OC)c3c2cnn3c4ccccc4,c1ccc(-n2ncc3c2COC32CCNCC2)cc1,1,4943
6465,COc1cc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1C(=O)O,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3892
825,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccn5)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)nc1,1,1410
222,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0,4227
7703,O=S(=O)(NCCN1CC2CN(Cc3ccc(cc3)C#N)CC(C1)O2)c4cccc(c4)C#N,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,1171
1196,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccn5C)n4C)CCc3c2,c1c[nH]c(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)c1,1,7816
3877,CC1(NCCc2c1oc3cc(ccc23)S(=O)(=O)c4cccc(F)c4)C(F)(F)F,O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)CNCC3,0,7201
3426,CN(Cc1ccccc1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,O=c1c2cc(NS(=O)(=O)NCc3ccccc3)ccc2ccc2ncc(-c3cn[nH]c3)cc12,0,5121
3103,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,C=C1CCCCC1=CC=C1CCCC2CCCC12,0,1732
1569,O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,1049
1229,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6oc(nc6c5CC4)c7cc(C)nn7C)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc5oc(-c6ccn[nH]6)nc5c4CC3)[nH]2)c2cccnc2c1,1,7828
6060,Nc1nccn1CC(O)c2cccc(Cl)c2Cl,c1ccc(CCn2ccnc2)cc1,0,2980
676,Fc1cccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)c1,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,2544
4597,C(Cc1ccc2nonc2c1)N3CCN(CCc4ccc5nonc5c4)CC3,c1cc2nonc2cc1CCN1CCN(CCc2ccc3nonc3c2)CC1,1,1009
3017,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3ccc(F)nc3,c1cncc(-c2ccc(C3CCNC3)cc2)c1,1,6578
5720,CC(C)N1C(=O)c2cc(C)nc(Oc3cc(NS(=O)(=O)c4ccc(Cl)cc4)ccc3F)c2C1=O,O=C1NC(=O)c2c1ccnc2Oc1cccc(NS(=O)(=O)c2ccccc2)c1,0,569
5113,COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ccc(cc5C4)C(F)(F)F,O=C(N1CCc2ccccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,2656
8002,OC[C@@H](OC(=O)N1C[C@@H]2[C@H](C1)[C@H]2c3ccn(n3)c4ccc(F)cc4)C(F)(F)F,c1ccc(-n2ccc(C3C4CNCC43)n2)cc1,0,6796
1463,COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(C)C)c3ccc(Br)cc3,c1ccc(CCCCNCCCc2nc3ccccc3[nH]2)cc1,1,4740
8130,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(CC6CCOCC6)Cc5sc24)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(CC1CCOCC1)C3,1,540
6503,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5NCCNc5n4)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(n3)NCCN4)(CC1)CO2,0,5091
8261,Fc1ccc(nc1)c2oc3CCN(Cc3n2)C(=O)c4cccc(F)c4,O=C(c1ccccc1)N1CCc2oc(-c3ccccn3)nc2C1,0,364
1075,CN(C)Cc1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,c1ccc(-n2ccc3ccccc32)cc1,1,7975
2954,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccn4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2ccccn2)cc1,1,2959
8101,Nc1nccn2c(nc(c3ccc(cc3)C(=O)Nc4cc(ccn4)C(F)(F)F)c12)[C@@H]5CCC[C@@H](C5)C(=O)O,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCCC3)n3ccncc23)cc1,0,5810
5712,O[C@H](COc1cccc2CCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C1CCc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2N1,1,2972
3105,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5,c1ccc(COc2cccc(-c3cn(C4CC(CN5CCC5)C4)c4ncncc34)c2)cc1,1,6938
2438,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C#N)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,6097
7944,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc5sc24)C(=O)C6CC6)cc1,O=C(C1CC1)N1CCc2c(sc3c2c2ncnn2c(=O)n3Cc2ccccc2)C1,1,1776
3711,FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5nccs5)c2c1,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3nccs3)CC2)C1,1,1713
7580,OC(=O)c1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c5ncccc5c1,c1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,0,4579
4087,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4ccc5ccccc5c4)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)Nc1ccc2ccccc2c1,1,5575
5709,NC(=O)Nc1ccccc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,1,1432
2582,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(C)on5,c1cc(-c2nc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cs2)no1,1,5209
5962,OCCOC[C@H](Oc1ncnc2c1cnn2c3c(F)cccc3Cl)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,0,2355
3718,Cc1cccc(Nc2nc(NC[C@@H]3CCCN3)ncc2C(=O)N)c1,c1ccc(Nc2ccnc(NCC3CCCN3)n2)cc1,1,2722
10,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,O=C(NCC1CCCN1)c1ccccc1,0,1314
2843,OC(=O)c1ccc(cc1)N2N=C(CC2c3ccc(F)cc3)c4ccc5NC(=O)Oc5c4,O=c1[nH]c2ccc(C3=NN(c4ccccc4)C(c4ccccc4)C3)cc2o1,0,4871
7473,CC(C)Cc1cc(CNS(=O)(=O)c2ccccc2)nn1c3ccccc3,O=S(=O)(NCc1ccn(-c2ccccc2)n1)c1ccccc1,0,3308
3247,COc1ccc(cc1)[C@H]2CN(CCCC3CCNCC3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,O=C(NCC1CN(CCCC2CCNCC2)CC1c1ccccc1)c1ccccc1,0,6142
1413,CC(C[C@H](NC(=O)C1CCC1)c2ccccc2)N3CCC(CC3)N4C=C(NC4=O)c5ccccc5,O=C(NC(CCN1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1)c1ccccc1)C1CCC1,1,3160
833,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccc5Cl)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,1,1622
4896,Cn1cc2c(OCC3CCN(CCc4ccc(CO)cc4)CC3)nc5ccccc5c2c1,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,1,4832
1484,Cc1ccccc1C2CCN(C[C@H]3C[C@H](O)c4ncccc4C3)CC2,c1ccc(C2CCN(CC3CCc4ncccc4C3)CC2)cc1,0,5997
1901,Cl.Fc1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OC4CCN(CC4)C5CCC5)cc3,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1,0,4820
1312,C[C@@H]([C@H](N)C(=O)N1CCCC1)c2onc(n2)c3ccc(cc3Cl)S(=O)(=O)C.OC(=O)C(F)(F)F,O=C(CCc1nc(-c2ccccc2)no1)N1CCCC1,0,4918
5170,C[n+]1c(CCCOc2ccccc2)cccc1CCCOc3ccccc3,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,5894
4697,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)cc4)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,1267
8331,COc1cccc(c1)C(=O)N2CCn3c(nnc3c4nc(C)ns4)[C@H]2C,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,6381
7512,Fc1ccccc1CCN2CC3CN(CCCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,4180
1750,Cl.NC[C@@H]1CC[C@H](CC1)C(=O)Oc2ccc(CCC(=O)O)cc2,O=C(Oc1ccccc1)C1CCCCC1,0,3514
7215,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccccc5OC(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,6150
7141,CN1C=C(C=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5)C(F)(F)F)n2C,O=c1ccc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)c[nH]1,1,4961
2958,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CCCCC4)c1,c1ccc(OC2CC3CCC(C2)N3CC2CCCCC2)cc1,1,370
346,Oc1ccc(OCc2ccccc2)cc1,c1ccc(COc2ccccc2)cc1,0,5334
3991,FC(F)(F)Oc1cccc(c1)n2nnc3cc(Cl)c(NCC4CCNCC4)nc23,c1ccc(-n2nnc3ccc(NCC4CCNCC4)nc32)cc1,1,1552
2740,CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)C1CC1,1,4955
4776,FC(F)(F)Oc1ccc(CNC(=O)C2N(CCC#N)C(=O)c3ccccc23)cc1,O=C1NC(C(=O)NCc2ccccc2)c2ccccc21,0,8239
7784,O=S(=O)(Cc1ccccc1)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(Cc1ccccc1)NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2,0,312
7960,C[C@@H]([C@H](O)c1ccc2C(=O)OCc2c1C)N3CCC4(CC3)CCN(C5=NN(C)C(=O)C=C5)C4=O,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccc(=O)[nH]n3)C4=O)ccc21,0,2771
7687,Cc1ncoc1c2nnc(SCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,4964
5203,C[n+]1c(cccc1C#Cc2ccccc2)C#Cc3ccccc3,C(#Cc1cccc(C#Cc2ccccc2)[nH+]1)c1ccccc1,1,2629
2281,CC(O)(c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)c5ccc(F)c(F)c5,c1ccc(Cc2ccc(CN3CCC4(CC3)OCc3ccncc34)cc2)cc1,1,3558
444,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1,2087
4898,Cl.Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc5ccccc5c2c1,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,1,1490
3376,Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C(=O)NS(=O)(=O)C)c6ccccc6,c1ccc(C2(CCN3C4CCC3CC(n3cnc5ccccc53)C4)CCNCC2)cc1,0,5747
7665,CC(C)S(=O)(=O)NCCCN1CC2CN(CCCOc3ccc(cc3)C#N)CC(C1)O2,c1ccc(OCCCN2CC3CNCC(C2)O3)cc1,0,6093
6739,Fc1cncc(Oc2cnc3C=CC(=O)N(CCN4CCC(CC4)NCc5ccc6OCC(=O)Nc6n5)c3c2)c1,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)CC3)nc2N1,0,1268
3197,C1CC2CC(CC1N2c3ccccc3)c4c([nH]c5ccccc45)c6ccccc6,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3c2ccccc2)cc1,1,2802
5985,Fc1nccc2c3cnc(Nc4ccc(cn4)N5CCNCC5)nc3n(C6CCCC6)c12,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,1,3695
8071,C1CN2CCC1[C@]3(CN=C(Nc4cc(ncn4)n5ccnc5)O3)C2,c1cn(-c2cc(NC3=NCC4(CN5CCC4CC5)O3)ncn2)cn1,0,4856
3048,O[C@H]1CNC(Cn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5)C1,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2CCCN2)c1,0,915
155,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,O=C(CNCCCc1ccccc1)N1CCCC1,0,2002
4910,CC(C)C1=NC(N=C1N)(c2ccccc2)c3cccc(c3)c4cncnc4,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1,0,6646
8063,C[C@]1(CCSC(=N1)N)c2cc(CNCCC(F)(F)F)c(F)cc2F,C1=NC(c2ccccc2)CCS1,0,1887
2495,CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,O=S1(=O)Nc2ccccc2N1c1ccccc1,0,588
7565,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccc(nc5)C#N,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,5873
5695,CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1,c1ccccc1,1,5956
4004,CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(Cl)cc4F)cc3C2=O)C)C1,O=c1c2cc(Oc3ccccc3)ncc2ncn1CC1CCCNC1,1,2193
7676,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4F)C(F)(F)F)C2)nnc1c5cccnc5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,3155
5098,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)N,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,3946
503,OC(=O)Cc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,1,514
7171,COc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,6703
7992,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5cc(F)ccc5F)c2n1,c1ccc(C2CC(N3CCC(CCCc4ccnc5cccnc45)CC3)C2)cc1,0,5875
455,CNCCCC12CCC(c3ccccc13)c4ccccc24,c1ccc2c(c1)C1CCC2c2ccccc21,0,5208
3250,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)NCc4cccc(Cl)c4,O=C(CC1CN(CCc2ccccc2)CC1c1ccccc1)NCc1ccccc1,1,4912
4217,C[S+](=N)([O-])c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,O=C1OCC(c2ccccc2)=C1c1ccccc1,0,7158
48,CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,O=C1C=CC(=O)C2=C1CC1C3NC3CN21,0,3495
5668,CCCCCCCN(CC)C\C=C\Cc1ccccc1,c1ccccc1,1,5152
8191,Cc1cnc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)s1,c1ccc(Cn2ccc3ncnc(OCc4nccs4)c32)nc1,0,544
2981,CC(N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccncc4,c1ccc(OC2CC3CCC(C2)N3Cc2ccncc2)cc1,1,5492
5666,CCCCCCCN(CC)CC#CCOCc1ccc(Cl)cc1,c1ccccc1,1,1514
1213,Cc1cc(c2oc3cc4CCN(CCCSc5nnc(c6ocnc6C)n5C)CCc4cc3n2)n(C)n1,c1cc(-c2nc3cc4c(cc3o2)CCN(CCCSc2nnc(-c3cnco3)[nH]2)CC4)[nH]n1,1,8119
3809,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,O=c1cnc2cccnc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,1844
1007,Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,1996
5697,CCCCCCCN(CC)C\C=C\c1ccc(Cl)cc1,c1ccccc1,1,7995
4708,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,0,4824
7101,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)CN3C=CC=CC3=O)cc2)N1)c4ccccc4,O=C(Cn1ccccc1=O)Nc1ccc(CC2CCC(Cc3ccccc3)N2)cc1,0,397
7570,Fc1cc(ccc1OCCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)C#N,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,6813
6475,CCOC(=O)c1c(OC)cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc12,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3299
758,CCOc1cc(CN2CCC(CC2)Nc3oc4ccccc4n3)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,3697
7191,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccccn5)[nH]4)CC32)cc1,1,1752
1306,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC,C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4,0,3150
521,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,O=C(Cc1ccccc1)NC1CCC2(CCCO2)CC1N1CCCC1,0,1626
1588,Cc1nccnc1C(=O)N2CCC(CC2)[C@H](N)Cc3cc(F)c(F)cc3F,O=C(c1cnccn1)N1CCC(CCc2ccccc2)CC1,0,6311
7713,CN(CCN1CC2CN(CCc3ccccc3)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,347
8192,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccccc4)C(=O)N)C1(C)C,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,1,2695
7214,C1CC(CCO1)C2NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)C67CC8CC(CC(C8)C6)C7,c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(C24CC5CC(CC(C5)C2)C4)c[nH]1)C3,1,3636
2228,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2N=CC(=O)NC2=O,O=c1cnn(C2CCCO2)c(=O)[nH]1,0,5532
2703,CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cc(F)cc(c4)C(F)(F)F)C3=O,O=C(NC1CCN(C2CCCCC2CS(=O)(=O)c2ccccc2)C1=O)c1ccccc1,0,1608
6204,OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5,c1ccc(-c2ccc(CN3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)cc1,1,174
2824,OC(=O)CCNC(=O)c1ccc(cc1)\N=N\c2ccc(O)c(c2)C(=O)O,c1ccc(N=Nc2ccccc2)cc1,0,6903
711,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,1,6424
2720,ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5)cc1,c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,0,4902
1397,CC(C)NC(=O)C1=CN(c2ccccc2)c3ncccc3C1=O,O=c1ccn(-c2ccccc2)c2ncccc12,0,4346
