,Canonical_smiles,Murcko,ClassD,No
142,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,1,4531
2483,Cc1nc(C)c(s1)c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cncs4)[nH]2)C3)cc1,1,1475
5641,COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(-c3ccccc3)nc12,1,2664
8222,Cc1onc(CNc2nc(N)nc3ccn(Cc4cc(Cl)ccn4)c23)c1,c1ccc(Cn2ccc3ncnc(NCc4ccon4)c32)nc1,1,4520
6761,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(ccc6ccccc56)N(CC(F)(F)F)C4=O,O=C1Nc2ccc3ccccc3c2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,1,7356
4254,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]cnc3c2)N4CCOCC4,c1cc(N2CCOCC2)nc(-c2ccc3[nH]cnc3c2)n1,0,3222
5175,C(Oc1ccccc1)c2cccc(COc3ccccc3)n2,c1ccc(OCc2cccc(COc3ccccc3)n2)cc1,1,6603
1720,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc3ccccc3O)cc1,c1ccc(CCN(CCCOc2ccccc2)Cc2ccccc2)cc1,1,1845
1410,CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN4N=CNC4C=C3,O=C(CCc1ccc(C2=CN3N=CNC3C=C2)cc1)N1CCCC1,0,1768
140,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,c1ccccc1,1,6290
5713,O[C@H](COc1cccc2C=CC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=c1ccc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2[nH]1,1,611
1095,Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1,O=C(c1ccccc1)C1CCN(CCc2ccccn2)CC1,1,5009
786,OC=O.Fc1cc(F)cc(c1)C(=O)N2CCN(C(=O)C2)c3ccc(OC4CCN(CC4)C5CCC5)cc3,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C(=O)C1,0,5322
1493,Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5ccccc5F,O=C(Nc1cccc(-c2ccccc2)c1)c1ccc(CN2CCC3(CCCN3)CC2)cc1,1,6258
4882,COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,1,3912
7203,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CNC(=O)C=C5,O=c1ccc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)c[nH]1,1,453
2060,CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(=O)O,c1ccc(C2CC2)cc1,0,5044
5781,CC(C)N1CCN(CC1)C(=O)[C@@H]2CC23CCN(CC3)C4CCOCC4,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCNCC1,0,1476
2283,CC1(C)Oc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccnc(N)c5)cccc2C=C1,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC=C4)CC2)CC1,0,6579
2262,Fc1cc2COC3(CCN(Cc4ccc(cc4)C(=O)c5ccc(F)c(F)c5)CC3)c2cn1,O=C(c1ccccc1)c1ccc(CN2CCC3(CC2)OCc2ccncc23)cc1,1,7579
1598,CC(C)(O)c1ccc(c[n+]1[O-])c2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,O=C(NC1CC1)c1cn(-c2cccc(-c3ccc[nH+]c3)c2)c2ncccc2c1=O,0,6148
8025,Cl.Cl.CCCCc1cc(OC2CCN(CCCNS(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,1712
970,CCCCN1CCC2(CC1)OC(OC)c3c2cnn3c4ccccc4,c1ccc(-n2ncc3c2COC32CCNCC2)cc1,1,4943
6465,COc1cc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1C(=O)O,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3892
825,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccn5)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)nc1,1,1410
259,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,0,4046
462,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,c1ccccc1,0,5168
1196,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccn5C)n4C)CCc3c2,c1c[nH]c(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)c1,1,7816
1172,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,465
5885,COC[C@H](C)Oc1cc(Oc2ccc(nc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4cnc(C)cn4,O=C(Nc1cnccn1)c1cccc(Oc2ccc(C(=O)N3CCC3)nc2)c1,0,633
8148,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCN(Cc4nnn(CC5CC5)n4)CC3)N1)c6ccccc6,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC3CC3)n2)CC1,0,3479
1569,O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,1049
1229,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6oc(nc6c5CC4)c7cc(C)nn7C)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc5oc(-c6ccn[nH]6)nc5c4CC3)[nH]2)c2cccnc2c1,1,7828
382,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,0,3488
676,Fc1cccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)c1,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,2544
4597,C(Cc1ccc2nonc2c1)N3CCN(CCc4ccc5nonc5c4)CC3,c1cc2nonc2cc1CCN1CCN(CCc2ccc3nonc3c2)CC1,1,1009
3017,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3ccc(F)nc3,c1cncc(-c2ccc(C3CCNC3)cc2)c1,1,6578
3604,CS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1,0,5809
1289,OC(COc1cccc2OC(=CC(=O)c12)C(=O)O)COc3cccc4OC(=CC(=O)c34)C(=O)O,O=c1ccoc2cccc(OCCCOc3cccc4occc(=O)c34)c12,0,2192
1833,O=C(NC1CC1)C2=CN(c3cccc(c3)c4cccnc4)c5ncccc5C2=O,O=C(NC1CC1)c1cn(-c2cccc(-c3cccnc3)c2)c2ncccc2c1=O,0,7741
1463,COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(C)C)c3ccc(Br)cc3,c1ccc(CCCCNCCCc2nc3ccccc3[nH]2)cc1,1,4740
8130,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(CC6CCOCC6)Cc5sc24)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(CC1CCOCC1)C3,1,540
981,CCC1(CCC(C)C)C(=O)NC(=NC1=O)O,O=C1CC(=O)NC=N1,0,2061
2568,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cnccn5,c1cnc(-c2ncc(-c3ccc4cc(CCN5CCCC5)ccc4n3)s2)cn1,0,5972
1075,CN(C)Cc1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,c1ccc(-n2ccc3ccccc32)cc1,1,7975
2954,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccn4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2ccccn2)cc1,1,2959
6,OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,O=C1N=CNC1(c1ccccc1)c1ccccc1,0,5435
5712,O[C@H](COc1cccc2CCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C1CCc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2N1,1,2972
3105,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5,c1ccc(COc2cccc(-c3cn(C4CC(CN5CCC5)C4)c4ncncc34)c2)cc1,1,6938
2438,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C#N)n3C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,6097
7944,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc5sc24)C(=O)C6CC6)cc1,O=C(C1CC1)N1CCc2c(sc3c2c2ncnn2c(=O)n3Cc2ccccc2)C1,1,1776
3711,FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5nccs5)c2c1,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3nccs3)CC2)C1,1,1713
4807,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@@H]1NCc4cc5OCCOc5cn4,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,6500
4087,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(CC(F)(F)F)c4ccc5ccccc5c4)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)Nc1ccc2ccccc2c1,1,5575
5709,NC(=O)Nc1ccccc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,1,1432
2582,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(C)on5,c1cc(-c2nc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cs2)no1,1,5209
974,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cc5cccnc5nc4C,c1cnc2ncc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cc2c1,0,5554
3718,Cc1cccc(Nc2nc(NC[C@@H]3CCCN3)ncc2C(=O)N)c1,c1ccc(Nc2ccnc(NCC3CCCN3)n2)cc1,1,2722
7115,CC(C)Oc1ccc(cc1Cl)c2nnc(s2)n3nc4CCN(CCC(=O)O)Cc4c3C,c1ccc(-c2nnc(-n3cc4c(n3)CCNC4)s2)cc1,0,4016
4129,CCOC(=O)C1CCN(CCCCOc2ccc(cc2)S(=O)(=O)NC(=O)Nc3ccccc3)CC1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,0,1424
2228,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2N=CC(=O)NC2=O,O=c1cnn(C2CCCO2)c(=O)[nH]1,0,5532
5284,Clc1cccc(c1)C2CNCC=CC2,C1=CCC(c2ccccc2)CNC1,0,3499
1413,CC(C[C@H](NC(=O)C1CCC1)c2ccccc2)N3CCC(CC3)N4C=C(NC4=O)c5ccccc5,O=C(NC(CCN1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1)c1ccccc1)C1CCC1,1,3160
833,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccc5Cl)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,1,1622
4896,Cn1cc2c(OCC3CCN(CCc4ccc(CO)cc4)CC3)nc5ccccc5c2c1,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,1,4832
5860,COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCNC1,0,157
2583,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc5OCOc5c4,c1cc2nc(-c3cnc4c(c3)OCO4)ccc2cc1CCN1CCCC1,0,1096
3795,Cc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,O=C(c1ccccc1)N1CCC(Cc2ccccc2)CC1,0,1115
5170,C[n+]1c(CCCOc2ccccc2)cccc1CCCOc3ccccc3,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,5894
7750,Fc1ccccc1OCCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,3085
4711,OC(=O)C(N1CCO[C@H](CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4,c1ccc(CN2CCOC(CN3CCC(Oc4ccccc4)CC3)C2)cc1,0,3207
274,CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,c1ccc(CNCc2cccc3ccccc23)cc1,0,3554
343,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,0,6972
7215,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccccc5OC(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,6150
7141,CN1C=C(C=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5)C(F)(F)F)n2C,O=c1ccc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)c[nH]1,1,4961
2958,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CCCCC4)c1,c1ccc(OC2CC3CCC(C2)N3CC2CCCCC2)cc1,1,370
154,[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,O=C1CN(N=Cc2ccco2)C(=O)N1,0,8161
3991,FC(F)(F)Oc1cccc(c1)n2nnc3cc(Cl)c(NCC4CCNCC4)nc23,c1ccc(-n2nnc3ccc(NCC4CCNCC4)nc32)cc1,1,1552
2740,CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)C1CC1,1,4955
3371,Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C(=O)O)c6cccc(F)c6,c1ccc(C2(CCN3C4CCC3CC(n3cnc5ccccc53)C4)CCNCC2)cc1,0,7409
58,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,c1ccc2[nH]ccc2c1,0,5344
2277,CCc1n[nH]c(CC)c1Oc2cc(Cl)cc(c2)C#N,c1ccc(Oc2cn[nH]c2)cc1,0,5567
7687,Cc1ncoc1c2nnc(SCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,4964
5203,C[n+]1c(cccc1C#Cc2ccccc2)C#Cc3ccccc3,C(#Cc1cccc(C#Cc2ccccc2)[nH+]1)c1ccccc1,1,2629
2281,CC(O)(c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)c5ccc(F)c(F)c5,c1ccc(Cc2ccc(CN3CCC4(CC3)OCc3ccncc34)cc2)cc1,1,3558
444,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1,2087
4898,Cl.Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc5ccccc5c2c1,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,1,1490
7474,Cc1onc(C)c1CN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(Cc3cnoc3)CC(C1)O2)c1ccccc1,0,6513
4121,O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,0,555
5768,CC(C)N1CCN(CC1)C(=O)[C@H]2CC23CCN(CC3)C4CCOCC4,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCNCC1,0,4603
3197,C1CC2CC(CC1N2c3ccccc3)c4c([nH]c5ccccc45)c6ccccc6,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3c2ccccc2)cc1,1,2802
5985,Fc1nccc2c3cnc(Nc4ccc(cn4)N5CCNCC5)nc3n(C6CCCC6)c12,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,1,3695
3271,Cl.CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2,c1ccc(COc2ccccc2)cc1,0,3094
6085,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NC(=O)c4cnc(C)c(c4)C#N)c2c1,O=C(NC1CCN(CCn2c(=O)ccc3ncccc32)CC1)c1cccnc1,0,8047
7319,Cc1cc(cnc1CC(=O)N2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)n5cnnn5,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3)ccc21,0,3174
7300,COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN(C)C)cn4,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccccn2)C1,0,329
495,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,0,4642
5950,OC1CN(C[C@H](Oc2ncnc3c2cnn3c4ccccc4Cl)C(=O)Nc5ccccn5)C1,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,0,4371
7565,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccc(nc5)C#N,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,5873
5695,CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1,c1ccccc1,1,5956
4004,CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(Cl)cc4F)cc3C2=O)C)C1,O=c1c2cc(Oc3ccccc3)ncc2ncn1CC1CCCNC1,1,2193
7676,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4F)C(F)(F)F)C2)nnc1c5cccnc5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,3155
4909,CC1=NC(C)(N=C1N)c2cccc(c2)c3cccnc3,C1=NC(c2cccc(-c3cccnc3)c2)N=C1,0,2762
503,OC(=O)Cc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,1,514
7171,COc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,6703
5553,CN(C(=O)c1ccncc1)c2ccc(OCc3ccc4ccccc4n3)cc2,O=C(Nc1ccc(OCc2ccc3ccccc3n2)cc1)c1ccncc1,0,7831
35,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12,0,14
3250,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)NCc4cccc(Cl)c4,O=C(CC1CN(CCc2ccccc2)CC1c1ccccc1)NCc1ccccc1,1,4912
6489,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ncc5OCCOc5c4C#N)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(cn3)OCCO4)(CC1)CO2,0,4363
2910,COc1cccc(c1)C2(O)CCCCC2CN(C)C,c1ccc(C2CCCCC2)cc1,0,8005
5668,CCCCCCCN(CC)C\C=C\Cc1ccccc1,c1ccccc1,1,5152
5554,CC(C)(C)n1cc2OC3(CCN(CC3)C(=O)c4ccc5[nH]ncc5c4)CC(=O)c2n1,O=C1CC2(CCN(C(=O)c3ccc4[nH]ncc4c3)CC2)Oc2c[nH]nc21,0,7591
2981,CC(N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccncc4,c1ccc(OC2CC3CCC(C2)N3Cc2ccncc2)cc1,1,5492
5666,CCCCCCCN(CC)CC#CCOCc1ccc(Cl)cc1,c1ccccc1,1,1514
1213,Cc1cc(c2oc3cc4CCN(CCCSc5nnc(c6ocnc6C)n5C)CCc4cc3n2)n(C)n1,c1cc(-c2nc3cc4c(cc3o2)CCN(CCCSc2nnc(-c3cnco3)[nH]2)CC4)[nH]n1,1,8119
7330,Fc1ccc2N=CC(=O)N3C[C@@H](CN4CCC(CC4)NCc5cc6OCCOc6nn5)c1c23,O=c1cnc2cccc3c2n1CC3CN1CCC(NCc2cc3c(nn2)OCCO3)CC1,0,8035
1007,Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,1996
5697,CCCCCCCN(CC)C\C=C\c1ccc(Cl)cc1,c1ccccc1,1,7995
7686,Fc1cccc(F)c1CCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,6388
3828,COc1ncc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,O=c1cnc2cncnc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,3389
2999,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,0,197
6475,CCOC(=O)c1c(OC)cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc12,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3299
758,CCOc1cc(CN2CCC(CC2)Nc3oc4ccccc4n3)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,3697
7191,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccccn5)[nH]4)CC32)cc1,1,1752
5736,COCCOC(=O)N1C[C@@H]2C[C@H](C[C@@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F)NC5CCOCC5OC,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2,0,7275
4235,CCN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5,O=C(CCCNC(=O)c1ccc2[nH]c3c(c2c1)CC(C1CCOCC1)CC3)NC1CC1,0,1934
2273,C[C@@H]1CN(CCN1C(=O)C(=O)c2c[nH]c3ccccc23)C(=O)c4ccccc4,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2ccccc12,0,480
3235,COc1cc2O[C@H]3OC=C[C@H]3c2c4OC(=O)C5=C(CCC5=O)c14,O=C1CCc2c1c(=O)oc1c3c(ccc21)OC1OC=CC31,0,8313
8192,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4ccccc4)C(=O)N)C1(C)C,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1,1,2695
7214,C1CC(CCO1)C2NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)C67CC8CC(CC(C8)C6)C7,c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(C24CC5CC(CC(C5)C2)C4)c[nH]1)C3,1,3636
5563,Fc1cnc2C=CC(=O)N3C[C@@H](CN4CCC(CC4)NCc5cc6OCCOc6cn5)c1c23,O=c1ccc2nccc3c2n1CC3CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,3361
63,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,c1ccc2c(c1)CCC1C2CCC2CCCC21,0,8200
6204,OC(C1CCN(Cc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5,c1ccc(-c2ccc(CN3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)cc1,1,174
5079,O=P(N(Cc1ccccn1)c2cccnc2)(c3ccccc3)c4ccccc4,O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1,0,523
711,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,1,6424
7546,FC(F)(F)c1ccc(CCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,946
4446,O=C1COc2ccccc2N1CCCN3CCC(CC3)N4C(=O)Nc5cnccc45,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3cnccc32)CC1,0,3998
7654,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,3614
